Book_Title,Original_Book_Title,Author_Name,Edition_Language,Rating_score,Rating_votes,Review_number,Year_published,Genres,url
Unrest,Unrest,Wendy Higgins,English,4.31,1221,171,2017,"{'New Adult': 52, 'Romance': 37, 'Science Fiction (Dystopia) ': 33, 'Science Fiction (Aliens) ': 25, 'Science Fiction': 18, 'Fantasy (Paranormal) ': 13, 'Science Fiction (Apocalyptic) ': 10, 'Apocalyptic (Post Apocalyptic) ': 8, 'Fantasy': 7, 'War (Military Fiction) ': 6}",https://www.goodreads.com/book/show/34299752-unrest
Mine,Mine!,C.L. Scholey,English,4.19,465,39,2015,"{'Science Fiction (Aliens) ': 25, 'Science Fiction': 14, 'Romance': 12, 'Fantasy': 4, 'Romance (Science Fiction Romance) ': 4, 'Adult Fiction (Erotica) ': 3, 'Futuristic': 2, 'Romance (Erotic Romance) ': 2}",https://www.goodreads.com/book/show/26160472-mine
The Alion King,B010II24VG,Milly Taiden,English,4.22,3408,278,2015,"{'Fantasy (Paranormal) ': 85, 'Paranormal (Shapeshifters) ': 48, 'Romance': 46, 'Romance (Paranormal Romance) ': 46, 'Science Fiction (Aliens) ': 25, 'Science Fiction': 19, 'Fantasy': 17, 'Adult Fiction (Erotica) ': 16, 'Fiction': 7, 'Fantasy (Supernatural) ': 6}",https://www.goodreads.com/book/show/25812404-the-alion-king
Rise,B00VX5AVOQ,Scarlett Dawn,English,3.8,925,54,2015,"{'Science Fiction (Aliens) ': 25, 'Science Fiction': 17, 'Fantasy': 13, 'New Adult': 11, 'Romance': 10, 'Science Fiction (Dystopia) ': 7, 'Fantasy (Paranormal) ': 6, 'Adult': 5, 'Polyamorous (Reverse Harem) ': 4, 'Erotica (Menage) ': 3}",https://www.goodreads.com/book/show/24733806-rise
Mercenary Instinct,B00ODECZN4,Ruby Lionsdrake,English,3.75,2766,306,2014,"{'Romance': 167, 'Science Fiction': 131, 'Romance (Science Fiction Romance) ': 35, 'Science Fiction (Aliens) ': 25, 'Fantasy': 20, 'Fiction': 16, 'Space (Space Opera) ': 16, 'Fantasy (Paranormal) ': 14, 'Adult': 14, 'Futuristic': 12}",https://www.goodreads.com/book/show/23353578-mercenary-instinct
Risteard’s Unwilling Empress,"
                  1507774834
                      (ISBN13: 9781507774830)
",S.E. Smith,English,4.2,1814,98,2015,"{'Science Fiction (Aliens) ': 25, 'Romance': 14, 'Science Fiction': 13, 'Fantasy': 7, 'Romance (Science Fiction Romance) ': 7, 'Fantasy (Paranormal) ': 6, 'Futuristic': 6, 'Adult Fiction (Erotica) ': 4, 'Romance (Paranormal Romance) ': 3, 'Audiobook': 2}",https://www.goodreads.com/book/show/19500808-risteard-s-unwilling-empress
The End of All Things,The End of All Things,John Scalzi,English,3.98,18711,1130,2015,"{'Science Fiction': 748, 'Fiction': 169, 'Space (Space Opera) ': 116, 'Audiobook': 43, 'Science Fiction Fantasy': 42, 'Space': 28, 'Science Fiction (Aliens) ': 25, 'War (Military Fiction) ': 24, 'Science Fiction (Military Science Fiction) ': 18, 'Fantasy': 12}",https://www.goodreads.com/book/show/23168809-the-end-of-all-things
Alien: Sea of Sorrows,"
                  1781162700
                      (ISBN13: 9781781162705)
",James A. Moore,None,3.81,2302,254,2014,"{'Horror': 96, 'Science Fiction': 86, 'Fiction': 27, 'Science Fiction (Aliens) ': 25, 'Audiobook': 24, 'Thriller': 4, 'Action': 4, 'Space': 3, 'Media Tie In': 3, 'Novels': 3}",https://www.goodreads.com/book/show/18772460-alien
Havoc,Havoc,Ann Aguirre,English,4.09,1999,172,2014,"{'Science Fiction': 143, 'Romance': 40, 'Fantasy': 26, 'Science Fiction (Aliens) ': 25, 'Adult': 19, 'Space': 17, 'Space (Space Opera) ': 15, 'Fiction': 12, 'Science Fiction (Dystopia) ': 11, 'Romance (Science Fiction Romance) ': 10}",https://www.goodreads.com/book/show/21418016-havoc
Vexing Voss,9.78162E+12,Gail Koger,English,4.14,1436,138,2013,"{'Science Fiction': 46, 'Science Fiction (Aliens) ': 25, 'Romance': 20, 'Adult Fiction (Erotica) ': 14, 'Romance (Science Fiction Romance) ': 12, 'Fantasy (Paranormal) ': 9, 'Humor': 7, 'Romance (M F Romance) ': 7, 'Fantasy': 6, 'Romance (Paranormal Romance) ': 5}",https://www.goodreads.com/book/show/18298639-vexing-voss
One Thousand Brides,"
                  1419910280
                      (ISBN13: 9781419910289)
",Solange Ayre,English,3.3,471,30,2007,"{'Science Fiction': 34, 'Science Fiction (Aliens) ': 25, 'Romance': 18, 'Adult Fiction (Erotica) ': 14, 'Romance (Science Fiction Romance) ': 9, 'Fantasy (Paranormal) ': 7, 'Romance (Erotic Romance) ': 7, 'Adult': 6, 'Romance (Paranormal Romance) ': 4, 'Romance (M F Romance) ': 4}",https://www.goodreads.com/book/show/7233300-one-thousand-brides
Breath of Life,B0055IHTSI,Christine Pope,None,3.67,896,80,2011,"{'Science Fiction': 33, 'Romance': 30, 'Science Fiction (Aliens) ': 25, 'Romance (Science Fiction Romance) ': 14, 'Fantasy': 12, 'Fairy Tales (Beauty and The Beast) ': 12, 'Fantasy (Paranormal) ': 10, 'Fantasy (Fairy Tales) ': 6, 'Fiction': 5, 'Romance (Paranormal Romance) ': 5}",https://www.goodreads.com/book/show/11739076-breath-of-life
The Bond That Ties Us,"The Bond That Ties Us (Eternal Bond, #1)",Christine d'Abo,English,3.54,975,51,2007,"{'Romance': 38, 'Science Fiction': 37, 'Adult Fiction (Erotica) ': 36, 'Science Fiction (Aliens) ': 25, 'Fantasy (Paranormal) ': 19, 'Adult': 14, 'Futuristic': 11, 'Romance (Erotic Romance) ': 10, 'Fantasy': 9, 'Romance (Paranormal Romance) ': 9}",https://www.goodreads.com/book/show/5973979-the-bond-that-ties-us
The Auction,The Auction,Kitty Thomas,English,3.44,2114,165,2011,"{'Erotica (BDSM) ': 109, 'Adult Fiction (Erotica) ': 103, 'Dark': 46, 'Science Fiction': 35, 'Erotica (Menage) ': 30, 'Fantasy': 30, 'Science Fiction (Aliens) ': 25, 'Fantasy (Paranormal) ': 24, 'Romance': 24, 'Novella': 16}",https://www.goodreads.com/book/show/11842134-the-auction
Demons and Druids,Demons and Druids,James Patterson,English,3.9,4988,255,2010,"{'Young Adult': 76, 'Fantasy': 63, 'Science Fiction': 61, 'Fiction': 42, 'Science Fiction (Aliens) ': 25, 'Adventure': 20, 'Fantasy (Paranormal) ': 10, 'Young Adult (Teen) ': 9, 'Action': 8, 'Science Fiction (Time Travel) ': 7}",https://www.goodreads.com/book/show/7125335-demons-and-druids
Taken by Midnight,"Taken by Midnight (Midnight Breed, #8)",Lara Adrian,English,4.27,22777,868,2010,"{'Romance (Paranormal Romance) ': 550, 'Fantasy (Paranormal) ': 441, 'Paranormal (Vampires) ': 412, 'Romance': 277, 'Fantasy': 125, 'Fantasy (Urban Fantasy) ': 72, 'Adult': 63, 'Fiction': 40, 'Contemporary': 27, 'Science Fiction (Aliens) ': 25}",https://www.goodreads.com/book/show/7384801-taken-by-midnight
Shades of Midnight,Shades of Midnight,Lara Adrian,English,4.28,25701,816,2009,"{'Romance (Paranormal Romance) ': 590, 'Fantasy (Paranormal) ': 471, 'Paranormal (Vampires) ': 445, 'Romance': 301, 'Fantasy': 130, 'Fantasy (Urban Fantasy) ': 76, 'Adult': 65, 'Fiction': 42, 'Contemporary': 27, 'Fantasy (Supernatural) ': 26}",https://www.goodreads.com/book/show/6481245-shades-of-midnight
The Sickness,The Sickness,K.A. Applegate,English,3.91,2585,104,1999,"{'Science Fiction': 96, 'Young Adult': 70, 'Fiction': 42, 'Fantasy': 35, 'Childrens': 27, 'Science Fiction (Aliens) ': 25, 'Childrens (Middle Grade) ': 23, 'Adventure': 11, 'Animals': 11, 'Young Adult (Teen) ': 6}",https://www.goodreads.com/book/show/363422.The_Sickness
The Extreme,The Extreme,K.A. Applegate,English,3.72,2612,90,1999,"{'Science Fiction': 91, 'Young Adult': 68, 'Fiction': 52, 'Fantasy': 34, 'Childrens': 26, 'Science Fiction (Aliens) ': 25, 'Childrens (Middle Grade) ': 22, 'Animals': 15, 'Adventure': 14, 'Young Adult (Teen) ': 9}",https://www.goodreads.com/book/show/363359.The_Extreme
Judas Unchained,Judas Unchained,Peter F. Hamilton,English,4.3,32774,1243,2005,"{'Science Fiction': 1092, 'Space (Space Opera) ': 244, 'Fiction': 232, 'Audiobook': 38, 'Fantasy': 31, 'Science Fiction Fantasy': 31, 'Space': 25, 'Science Fiction (Aliens) ': 25, 'Epic': 21, 'Adventure': 18}",https://www.goodreads.com/book/show/45244.Judas_Unchained
The Wild One,The Wild One,Melinda Metz,English,3.61,1534,65,1999,"{'Young Adult': 83, 'Science Fiction': 36, 'Science Fiction (Aliens) ': 25, 'Fiction': 15, 'Fantasy (Paranormal) ': 15, 'Romance': 14, 'Fantasy': 14, 'Young Adult (Teen) ': 10, 'Fantasy (Supernatural) ': 7, 'Media Tie In (Tv) ': 7}",https://www.goodreads.com/book/show/540186.The_Wild_One
When She Dances,B08KLSV6M1,Ruby Dixon,English,4.3,1480,158,2020,"{'Science Fiction': 36, 'Romance': 30, 'Science Fiction (Aliens) ': 24, 'Adult Fiction (Erotica) ': 8, 'Novella': 5, 'Romance (Science Fiction Romance) ': 5, 'Adult': 4, 'Fantasy (Paranormal) ': 4, 'Space': 3, 'Sociology (Abuse) ': 3}",https://www.goodreads.com/book/show/55561951-when-she-dances
Caged with the Alien,B08795JMTX,Luna Kingsley,English,3.9,965,76,2020,"{'Science Fiction (Aliens) ': 24, 'Science Fiction': 9, 'Romance': 7, 'Romance (Science Fiction Romance) ': 4, 'Adult': 2, 'Fantasy': 2, 'Space': 2, 'Sociology (Abuse) ': 2, 'Romance (Fantasy Romance) ': 2, 'Fantasy (Paranormal) ': 2}",https://www.goodreads.com/book/show/53485971-caged-with-the-alien
Taken by the Alien Warrior,B0841P74V7,Hope Hart,None,4.08,1677,159,2020,"{'Science Fiction (Aliens) ': 24, 'Science Fiction': 17, 'Romance': 15, 'Romance (Science Fiction Romance) ': 8, 'Romance (Paranormal Romance) ': 6, 'Space': 3, 'Fantasy': 3, 'Fiction': 3, 'Fantasy (Paranormal) ': 3, 'Adult Fiction (Erotica) ': 2}",https://www.goodreads.com/book/show/50618401-taken-by-the-alien-warrior
"To Be Taught, If Fortunate","To Be Taught, If Fortunate",Becky Chambers,English,4.21,17427,3066,2019,"{'Science Fiction': 1186, 'Fiction': 410, 'Novella': 325, 'Adult': 134, 'LGBT': 119, 'Space': 91, 'GLBT (Queer) ': 82, 'Science Fiction Fantasy': 81, 'Short Stories': 66, 'Space (Space Opera) ': 51}",https://www.goodreads.com/book/show/43190272-to-be-taught-if-fortunate
Red Sands,"Red Sands (Warlords Of Atera, #1)",Celia Kyle,English,3.75,873,119,2019,"{'Science Fiction (Aliens) ': 24, 'Romance': 22, 'Science Fiction': 19, 'Romance (Science Fiction Romance) ': 4, 'Futuristic': 3, 'Fantasy': 3, 'Audiobook': 2, 'Romance (M F Romance) ': 2, 'Adult Fiction (Erotica) ': 2, 'Space': 2}",https://www.goodreads.com/book/show/50211584-red-sands
Heart of Eon,"Heart Of Eon (Eon Warriors, #3)",Anna Hackett,English,4.39,1437,150,2019,"{'Science Fiction (Aliens) ': 24, 'Romance': 22, 'Science Fiction': 21, 'Romance (Science Fiction Romance) ': 10, 'War (Military Fiction) ': 6, 'Action': 5, 'Adventure': 4, 'Fantasy': 4, 'Space': 3, 'Futuristic': 3}",https://www.goodreads.com/book/show/45235563-heart-of-eon
Prince for Sale,The Thrall Prince,Caroline  Gibson,English,4.02,658,107,2018,"{'Romance (M M Romance) ': 35, 'Science Fiction': 33, 'Erotica (BDSM) ': 24, 'Science Fiction (Aliens) ': 24, 'Fantasy': 21, 'Romance': 16, 'Fantasy (Magic) ': 11, 'LGBT': 10, 'Sociology (Abuse) ': 8, 'LGBT (Gay) ': 8}",https://www.goodreads.com/book/show/45018573-prince-for-sale
The Security Guy,B07D9R6FJR,V.C. Lancaster,English,4.09,517,67,2018,"{'Science Fiction (Aliens) ': 24, 'Romance': 19, 'Science Fiction': 18, 'Romance (Science Fiction Romance) ': 8, 'Fantasy (Paranormal) ': 2, 'Adult Fiction (Erotica) ': 2, 'Futuristic': 2, 'Romance (M F Romance) ': 2}",https://www.goodreads.com/book/show/40209942-the-security-guy
Undying,Undying,Amie Kaufman,English,3.82,2205,440,2018,"{'Science Fiction': 173, 'Young Adult': 151, 'Romance': 35, 'Fantasy': 31, 'Science Fiction (Aliens) ': 24, 'Audiobook': 23, 'Science Fiction (Dystopia) ': 21, 'Adventure': 20, 'Space': 20, 'Young Adult (Teen) ': 16}",https://www.goodreads.com/book/show/26839798-undying
A Baby for the Alien Prince,B071V62VT2,Miranda Martin,English,3.9,1478,158,2017,"{'Romance': 26, 'Science Fiction': 26, 'Science Fiction (Aliens) ': 24, 'Fantasy (Paranormal) ': 10, 'Romance (Science Fiction Romance) ': 8, 'Fantasy': 5, 'Romance (Paranormal Romance) ': 3, 'Science Fiction (Dystopia) ': 3, 'Futuristic': 3, 'Adult': 3}",https://www.goodreads.com/book/show/34963291-a-baby-for-the-alien-prince
Dark Thoughts,B01MRAABGC,Cynthia Sax,English,3.95,1148,138,2017,"{'Science Fiction': 33, 'Romance': 27, 'Science Fiction (Aliens) ': 24, 'Dark': 16, 'Fantasy (Paranormal) ': 12, 'Romance (Paranormal Romance) ': 11, 'Romance (Science Fiction Romance) ': 10, 'Fantasy': 9, 'Adult Fiction (Erotica) ': 8, 'Business (Amazon) ': 7}",https://www.goodreads.com/book/show/34022035-dark-thoughts
Sigil,B01LZ0J815,Addison Cain,English,3.82,2381,303,2016,"{'Dark': 62, 'Science Fiction': 60, 'Polyamorous (Reverse Harem) ': 39, 'Fantasy': 30, 'Adult Fiction (Erotica) ': 28, 'Romance': 27, 'Science Fiction (Aliens) ': 24, 'Fantasy (Paranormal) ': 20, 'Romance (Science Fiction Romance) ': 14, 'Erotica (Menage) ': 10}",https://www.goodreads.com/book/show/53652667-sigil
Paax,Paax,Nancey Cummings,English,3.66,1272,126,2016,"{'Science Fiction': 34, 'Romance': 28, 'Science Fiction (Aliens) ': 24, 'Romance (Science Fiction Romance) ': 6, 'Romance (Paranormal Romance) ': 5, 'Fantasy (Paranormal) ': 4, 'Futuristic': 4, 'Novella': 4, 'Adult Fiction (Erotica) ': 3, 'Adult': 3}",https://www.goodreads.com/book/show/31298779-paax
Exo,Exo,Fonda Lee,English,3.8,1637,354,2017,"{'Science Fiction': 136, 'Young Adult': 103, 'Fiction': 29, 'Science Fiction (Dystopia) ': 28, 'Science Fiction (Aliens) ': 24, 'Young Adult (Teen) ': 12, 'Audiobook': 8, 'Fantasy': 8, 'Action': 7, 'Adventure': 7}",https://www.goodreads.com/book/show/26532931-exo
Rescued by Tordin,B0157GPPEM,Mychal Daniels,English,3.73,1237,137,2015,"{'Romance': 28, 'Science Fiction': 27, 'Science Fiction (Aliens) ': 24, 'Romance (Science Fiction Romance) ': 12, 'Futuristic': 4, 'Action': 3, 'Romance (Paranormal Romance) ': 3, 'Fantasy (Paranormal) ': 3, 'Adult Fiction (Erotica) ': 3, 'Fantasy': 3}",https://www.goodreads.com/book/show/26367697-rescued-by-tordin
Cold Mark,English,Scarlett Dawn,English,3.71,1188,109,2015,"{'Romance': 29, 'Science Fiction': 25, 'Science Fiction (Aliens) ': 24, 'Fantasy': 20, 'Erotica (Menage) ': 17, 'Fantasy (Paranormal) ': 15, 'Polyamorous (Reverse Harem) ': 8, 'New Adult': 8, 'Adult Fiction (Erotica) ': 7, 'Science Fiction (Dystopia) ': 6}",https://www.goodreads.com/book/show/29666563-cold-mark
Lips Like Ice,9.78161E+12,Peggy  Barnett,English,3.67,419,55,2015,"{'Romance': 30, 'Science Fiction': 26, 'Science Fiction (Aliens) ': 24, 'Fantasy': 14, 'Adult Fiction (Erotica) ': 9, 'Dark': 8, 'Adult': 6, 'Sociology (Abuse) ': 6, 'Romance (M F Romance) ': 4, 'Romance (Science Fiction Romance) ': 4}",https://www.goodreads.com/book/show/24953627-lips-like-ice
Chaos Station,Chaos Station,Jenn Burke,English,3.89,1045,213,2015,"{'Science Fiction': 130, 'Romance (M M Romance) ': 115, 'Romance': 72, 'War (Military Fiction) ': 25, 'Science Fiction (Aliens) ': 24, 'LGBT': 22, 'Fiction': 17, 'Fantasy': 14, 'Space': 11, 'Space (Space Opera) ': 9}",https://www.goodreads.com/book/show/23595481-chaos-station
Born of Defiance,Born of Defiance,Sherrilyn Kenyon,English,4.45,6164,478,2015,"{'Romance': 126, 'Romance (Paranormal Romance) ': 82, 'Science Fiction': 78, 'Fantasy': 69, 'Fantasy (Paranormal) ': 58, 'Science Fiction (Aliens) ': 24, 'Adult': 23, 'Futuristic': 21, 'Fiction': 20, 'Romance (Science Fiction Romance) ': 17}",https://www.goodreads.com/book/show/22046891-born-of-defiance
Acceptance,Acceptance,Jeff VanderMeer,English,3.6,47330,4782,2014,"{'Science Fiction': 1290, 'Fiction': 895, 'Horror': 617, 'Fantasy': 302, 'Audiobook': 131, 'Science Fiction Fantasy': 128, 'Mystery': 125, 'Fantasy (Weird Fiction) ': 98, 'Science Fiction (Dystopia) ': 96, 'Novels': 83}",https://www.goodreads.com/book/show/18077752-acceptance
Apolonia,Apolonia,Jamie McGuire,English,3.34,2733,360,2014,"{'New Adult': 66, 'Science Fiction': 56, 'Fantasy (Paranormal) ': 43, 'Romance': 41, 'Fantasy': 27, 'Science Fiction (Aliens) ': 24, 'Romance (Paranormal Romance) ': 13, 'Contemporary': 12, 'Fantasy (Supernatural) ': 9, 'Young Adult': 7}",https://www.goodreads.com/book/show/23214943-apolonia
No Light,English,Devi Mara,English,3.85,467,44,2014,"{'Science Fiction (Aliens) ': 24, 'Romance': 16, 'Science Fiction': 15, 'Fantasy (Paranormal) ': 11, 'Fantasy': 11, 'Romance (Paranormal Romance) ': 7, 'Romance (Science Fiction Romance) ': 4, 'Futuristic': 4, 'New Adult': 3, 'Sociology (Abuse) ': 2}",https://www.goodreads.com/book/show/22075528-no-light
Reality Bites,B00LG74J44,Gail Koger,English,4.16,856,85,2014,"{'Science Fiction': 31, 'Science Fiction (Aliens) ': 24, 'Romance': 12, 'Romance (Science Fiction Romance) ': 10, 'Adult Fiction (Erotica) ': 10, 'Fantasy (Paranormal) ': 9, 'Romance (Paranormal Romance) ': 7, 'Romance (M F Romance) ': 7, 'Humor': 7, 'Fantasy': 4}",https://www.goodreads.com/book/show/21530587-reality-bites
Spurn,Spurn,Jaymin Eve,English,4.32,4382,169,2013,"{'Fantasy': 60, 'Fantasy (Paranormal) ': 49, 'Young Adult': 44, 'Romance': 41, 'Science Fiction (Aliens) ': 24, 'New Adult': 20, 'Science Fiction': 20, 'Romance (Paranormal Romance) ': 20, 'Fantasy (Magic) ': 17, 'Fiction': 14}",https://www.goodreads.com/book/show/18586584-spurn
Fractured Suns,B01417BIWG,Theresa Kay,English,4.18,455,88,2015,"{'Young Adult': 24, 'Science Fiction (Aliens) ': 24, 'Science Fiction': 15, 'Science Fiction (Dystopia) ': 13, 'Romance': 12, 'Fantasy': 4, 'Fantasy (Paranormal) ': 3, 'Adventure': 2, 'Romance (Paranormal Romance) ': 2}",https://www.goodreads.com/book/show/43479921-fractured-suns
Idols,Idols,Margaret Stohl,English,3.5,1468,174,2014,"{'Young Adult': 68, 'Science Fiction (Dystopia) ': 53, 'Science Fiction': 40, 'Science Fiction (Aliens) ': 24, 'Romance': 16, 'Fantasy': 13, 'Apocalyptic (Post Apocalyptic) ': 8, 'Audiobook': 6, 'Fiction': 6, 'Young Adult (Teen) ': 5}",https://www.goodreads.com/book/show/11861743-idols
Earth Afire,Earth Afire,Orson Scott Card,English,4.05,13202,851,2013,"{'Science Fiction': 453, 'Fiction': 145, 'Audiobook': 39, 'Fantasy': 29, 'Science Fiction Fantasy': 29, 'Science Fiction (Aliens) ': 24, 'Young Adult': 21, 'Space': 19, 'War': 16, 'Space (Space Opera) ': 12}",https://www.goodreads.com/book/show/16059350-earth-afire
Mothership,"
                  1442429607
                      (ISBN13: 9781442429604)
",Martin Leicht,English,3.83,1279,332,2012,"{'Young Adult': 85, 'Science Fiction': 83, 'Romance': 28, 'Humor': 27, 'Science Fiction (Aliens) ': 24, 'Fantasy': 14, 'Young Adult (Teen) ': 12, 'Futuristic': 10, 'Fiction': 9, 'Action': 7}",https://www.goodreads.com/book/show/12993856-mothership
Survival,English,A.M. Hargrove,English,3.77,1700,160,2011,"{'Young Adult': 40, 'Fantasy': 37, 'Romance': 36, 'Fantasy (Paranormal) ': 31, 'Science Fiction (Aliens) ': 24, 'Romance (Paranormal Romance) ': 18, 'Science Fiction': 17, 'Fiction': 11, 'Mystery': 7, 'Business (Amazon) ': 2}",https://www.goodreads.com/book/show/13077293-survival
Aliens Love Underpants,Aliens Love Underpants!,Claire Freedman,English,4.11,4098,298,1998,"{'Childrens (Picture Books) ': 180, 'Childrens': 51, 'Science Fiction': 30, 'Childrens (Storytime) ': 26, 'Fiction': 26, 'Science Fiction (Aliens) ': 24, 'Space': 24, 'Fantasy': 19, 'Humor': 17, 'Poetry': 9}",https://www.goodreads.com/book/show/871555.Aliens_Love_Underpants
Games of Command,Command Performance,Linnea Sinclair,English,3.98,2641,194,2002,"{'Romance': 193, 'Science Fiction': 156, 'Romance (Science Fiction Romance) ': 63, 'Space (Space Opera) ': 39, 'Futuristic': 29, 'Fiction': 25, 'Science Fiction (Aliens) ': 24, 'Science Fiction Fantasy': 15, 'Space': 13, 'Adult': 13}",https://www.goodreads.com/book/show/352724.Games_of_Command
The Gods of Mars,"
                  0345324390
                      (ISBN13: 9780345324399)
",Edgar Rice Burroughs,English,3.88,17226,912,1913,"{'Science Fiction': 682, 'Fantasy': 400, 'Fiction': 238, 'Classics': 157, 'Adventure': 132, 'Pulp': 63, 'Science Fiction Fantasy': 52, 'Audiobook': 33, 'Science Fiction (Sword and Planet) ': 25, 'Science Fiction (Aliens) ': 24}",https://www.goodreads.com/book/show/841973.The_Gods_of_Mars
Ashes of Midnight,Ashes of Midnight,Lara Adrian,English,4.15,24751,817,2009,"{'Romance (Paranormal Romance) ': 609, 'Fantasy (Paranormal) ': 498, 'Paranormal (Vampires) ': 491, 'Romance': 322, 'Fantasy': 141, 'Fantasy (Urban Fantasy) ': 84, 'Adult': 71, 'Fiction': 51, 'Fantasy (Supernatural) ': 31, 'Contemporary': 31}",https://www.goodreads.com/book/show/4769247-ashes-of-midnight
The Andalite's Gift,The Andalite's Gift,K.A. Applegate,English,3.76,3712,148,1997,"{'Science Fiction': 125, 'Young Adult': 98, 'Fiction': 62, 'Fantasy': 48, 'Childrens': 43, 'Childrens (Middle Grade) ': 30, 'Science Fiction (Aliens) ': 24, 'Animals': 18, 'Adventure': 13, 'Young Adult (Teen) ': 7}",https://www.goodreads.com/book/show/366783.The_Andalite_s_Gift
The Exposed,The Exposed,K.A. Applegate,English,3.76,2648,92,1999,"{'Science Fiction': 99, 'Young Adult': 66, 'Fiction': 52, 'Fantasy': 38, 'Childrens': 29, 'Science Fiction (Aliens) ': 24, 'Childrens (Middle Grade) ': 22, 'Animals': 14, 'Adventure': 13, 'Childrens (Juvenile) ': 6}",https://www.goodreads.com/book/show/125341.The_Exposed
